customer_id,signup_date,region,acquisition_channel
13370,2024-12-23,North West,Email
13371,2024-12-16,London,Email
13372,2024-12-03,North West,Email
13373,2024-12-13,East,Paid Search
13374,2024-12-20,Yorkshire,Organic Search
13375,2024-12-06,London,Social
13376,2024-12-01,South East,Email
13377,2024-12-15,East,Social
13378,2024-12-09,Yorkshire,Organic Search
13379,2024-12-23,Yorkshire,Organic Search
13380,2024-12-08,North East,Organic Search
13381,2024-12-02,London,Referral
13382,2024-12-09,South West,Organic Search
13383,2024-12-26,North East,Referral
13384,2024-12-27,North West,Organic Search
13385,2024-12-21,Midlands,Social
13386,2024-12-12,Yorkshire,Referral
13387,2024-12-18,Yorkshire,Organic Search
13388,2024-12-20,Yorkshire,Referral
13389,2024-12-21,South East,Email
13390,2024-12-08,London,Organic Search
13391,2024-12-09,Scotland,Paid Search
13392,2024-12-28,South East,Email
13393,2024-12-04,London,Social
13394,2024-12-21,Yorkshire,Social
13395,2024-12-20,East,Email
13396,2024-12-08,Yorkshire,Organic Search
13397,2024-12-21,South East,Email
13398,2024-12-05,Midlands,Social
13399,2024-12-14,Midlands,Referral
13400,2024-12-03,East,Paid Search
13401,2024-12-27,South East,Organic Search
13402,2024-12-16,South West,Organic Search
13403,2024-12-10,North East,Organic Search
13404,2024-12-06,South East,Social
13405,2024-12-07,North East,Organic Search
13406,2024-12-08,Midlands,Social
13407,2024-12-13,North West,Paid Search
13408,2024-12-24,South East,Organic Search
13409,2024-12-04,Midlands,Organic Search
13410,2024-12-27,North East,Email
13411,2024-12-02,North West,Email
13412,2024-12-09,North West,Social
13413,2024-12-01,South East,Organic Search
13414,2024-12-26,North West,Social
13415,2024-12-11,South East,Organic Search
13416,2024-12-05,East,Social
13417,2024-12-15,South East,Organic Search
13418,2024-12-16,North West,Organic Search
13419,2024-12-23,Yorkshire,Paid Search
13420,2024-12-01,South East,Organic Search
13421,2024-12-10,North West,Referral
13422,2024-12-14,North West,Referral
13423,2024-12-01,Yorkshire,Paid Search
13424,2024-12-12,London,Organic Search
13425,2024-12-22,Midlands,Referral
13426,2024-12-27,South West,Paid Search
13427,2024-12-04,Yorkshire,Referral
13428,2024-12-10,Midlands,Social
13429,2024-12-04,Midlands,Referral
13430,2024-12-03,South West,Social
13431,2024-12-06,Midlands,Organic Search
13432,2024-12-06,London,Organic Search
13433,2024-12-22,London,Social
13434,2024-12-10,Midlands,Organic Search
13435,2024-12-16,London,Referral
13436,2024-12-26,South West,Email
13437,2024-12-26,North East,Referral
13438,2024-12-05,South East,Organic Search
13439,2024-12-05,Midlands,Social
13440,2024-12-26,Scotland,Email
13441,2024-12-04,London,Referral
13442,2024-12-09,North West,Organic Search
13443,2024-12-05,North West,Paid Search
13444,2024-12-11,East,Paid Search
13445,2024-12-14,London,Social
13446,2024-12-05,South East,Social
13447,2024-12-08,Midlands,Paid Search
13448,2024-12-18,East,Paid Search
13449,2024-12-27,Yorkshire,Organic Search
13450,2024-12-23,Midlands,Social
13451,2024-12-23,South East,Organic Search
13452,2024-12-03,Yorkshire,Organic Search
13453,2024-12-28,North East,Paid Search
13454,2024-12-05,South West,Organic Search
13455,2024-12-12,Midlands,Email
13456,2024-12-25,South East,Organic Search
13457,2024-12-05,South East,Paid Search
13458,2024-12-14,Yorkshire,Email
13459,2024-12-02,London,Organic Search
13460,2024-12-23,London,Paid Search
13461,2024-12-01,London,Paid Search
13462,2025-01-02,London,Social
13463,2025-01-03,Midlands,Social
13464,2025-01-06,North East,Paid Search
13465,2025-01-03,Yorkshire,Organic Search
13466,2025-01-27,South East,Organic Search
13467,2025-01-06,Midlands,Organic Search
13468,2025-01-17,London,Organic Search
13469,2025-01-14,London,Paid Search
13470,2025-01-21,London,Organic Search
13471,2025-01-05,North East,Social
13472,2025-01-20,South East,Paid Search
13473,2025-01-01,Midlands,Paid Search
13474,2025-01-15,East,Email
13475,2025-01-19,East,Social
13476,2025-01-14,South West,Organic Search
13477,2025-01-03,East,Referral
13478,2025-01-05,London,Paid Search
13479,2025-01-02,North West,Organic Search
13480,2025-01-24,Scotland,Social
13481,2025-01-03,South East,Paid Search
13482,2025-01-11,London,Paid Search
13483,2025-01-13,North West,Email
13484,2025-01-21,Midlands,Organic Search
13485,2025-01-04,North East,Social
13486,2025-01-28,Midlands,Organic Search
13487,2025-01-06,East,Organic Search
13488,2025-01-20,North East,Referral
13489,2025-01-07,East,Social
13490,2025-01-02,Yorkshire,Organic Search
13491,2025-01-19,East,Social
13492,2025-01-26,East,Organic Search
13493,2025-01-03,South West,Organic Search
13494,2025-01-12,South East,Referral
13495,2025-01-17,North West,Email
13496,2025-01-24,Midlands,Organic Search
13497,2025-01-22,North West,Paid Search
13498,2025-01-24,East,Paid Search
13499,2025-01-25,North West,Social
13500,2025-01-13,Midlands,Email
13501,2025-01-02,Yorkshire,Organic Search
13502,2025-01-15,North East,Social
13503,2025-01-23,Yorkshire,Organic Search
13504,2025-01-22,London,Email
13505,2025-01-06,Wales,Paid Search
13506,2025-01-24,London,Paid Search
13507,2025-01-25,Midlands,Email
13508,2025-01-11,Yorkshire,Social
13509,2025-01-14,North East,Social
13510,2025-01-22,Midlands,Organic Search
13511,2025-01-20,London,Referral
13512,2025-01-19,London,Paid Search
13513,2025-01-26,North East,Email
13514,2025-01-10,East,Referral
13515,2025-01-26,South West,Paid Search
13516,2025-01-15,Yorkshire,Referral
13517,2025-01-06,North East,Social
13518,2025-01-12,North West,Organic Search
13519,2025-01-25,Midlands,Referral
13520,2025-01-09,South East,Paid Search
13521,2025-01-05,South West,Referral
13522,2025-01-16,North East,Email
13523,2025-01-13,Midlands,Social
13524,2025-01-22,North West,Paid Search
13525,2025-01-28,London,Organic Search
13526,2025-01-03,London,Paid Search
13527,2025-01-09,South East,Referral
13528,2025-01-02,London,Social
13529,2025-01-24,South East,Social
13530,2025-01-18,North East,Email
13531,2025-01-10,Midlands,Social
13532,2025-01-28,North East,Paid Search
13533,2025-01-15,London,Paid Search
13534,2025-01-15,London,Referral
13535,2025-01-15,North West,Organic Search
13536,2025-01-04,South West,Referral
13537,2025-01-25,Midlands,Paid Search
13538,2025-01-03,Yorkshire,Referral
13539,2025-01-16,North West,Email
13540,2025-01-04,Yorkshire,Organic Search
13541,2025-01-05,South West,Organic Search
13542,2025-01-07,Yorkshire,Organic Search
13543,2025-01-20,South East,Organic Search
13544,2025-01-26,Midlands,Paid Search
13545,2025-01-16,North West,Organic Search
13546,2025-01-01,Scotland,Social
13547,2025-01-09,Yorkshire,Organic Search
13548,2025-01-05,North East,Paid Search
13549,2025-01-10,South East,Paid Search
13550,2025-01-14,East,Social
13551,2025-01-09,North West,Organic Search
13552,2025-01-14,Midlands,Email
13553,2025-01-06,North West,Referral
13554,2025-01-16,Midlands,Social
13555,2025-01-06,Scotland,Paid Search
13556,2025-01-23,London,Email
13557,2025-01-18,South East,Social
13558,2025-01-03,London,Social
13559,2025-01-05,Yorkshire,Referral
13560,2025-01-24,London,Social
13561,2025-01-11,North East,Referral
13562,2025-01-05,East,Organic Search
13563,2025-01-26,Scotland,Paid Search
13564,2025-01-17,London,Referral
13565,2025-01-27,South East,Social
13566,2025-01-21,Scotland,Organic Search
13567,2025-01-07,London,Organic Search
13568,2025-01-23,East,Organic Search
13569,2025-01-13,North West,Organic Search
13570,2025-01-07,Scotland,Social
13571,2025-01-01,Midlands,Paid Search
13572,2025-01-10,South West,Paid Search
13573,2025-01-28,North West,Paid Search
13574,2025-01-15,Midlands,Paid Search
13575,2025-01-27,East,Paid Search
13576,2025-01-25,Midlands,Referral
13577,2025-01-15,Midlands,Organic Search
13578,2025-01-20,North West,Paid Search
13579,2025-01-10,South East,Social
13580,2025-01-14,London,Social
13581,2025-01-28,North West,Organic Search
13582,2025-01-27,North West,Social
13583,2025-01-20,South West,Organic Search
13584,2025-01-24,South East,Referral
13585,2025-01-04,London,Paid Search
13586,2025-01-26,North East,Organic Search
13587,2025-01-14,North West,Email
13588,2025-01-18,Midlands,Organic Search
13589,2025-01-16,Scotland,Paid Search
13590,2025-01-26,South West,Paid Search
13591,2025-01-27,London,Email
13592,2025-01-13,North East,Paid Search
13593,2025-01-08,East,Organic Search
13594,2025-01-22,Yorkshire,Email
13595,2025-01-26,South West,Social
13596,2025-01-01,South West,Paid Search
13597,2025-01-01,North East,Email
13598,2025-01-27,South East,Email
13599,2025-01-20,Yorkshire,Organic Search
13600,2025-01-19,Wales,Organic Search
13601,2025-01-13,North West,Social
13602,2025-01-27,North East,Referral
13603,2025-01-14,North West,Social
13604,2025-01-24,North West,Referral
13605,2025-01-17,North West,Organic Search
13606,2025-01-23,South East,Paid Search
13607,2025-01-21,London,Paid Search
13608,2025-01-25,London,Organic Search
13609,2025-01-18,North West,Organic Search
13610,2025-01-03,North West,Paid Search
13611,2025-01-21,South East,Organic Search
13612,2025-01-20,London,Referral
13613,2025-01-03,London,Organic Search
13614,2025-01-24,North West,Paid Search
13615,2025-01-21,South East,Organic Search
13616,2025-01-21,South West,Organic Search
13617,2025-01-18,South East,Social
13618,2025-01-26,South East,Email
13619,2025-01-22,North East,Organic Search
13620,2025-01-05,London,Social
13621,2025-01-19,South East,Organic Search
13622,2025-01-20,North West,Organic Search
13623,2025-01-09,South West,Organic Search
13624,2025-01-16,South East,Referral
13625,2025-01-07,Midlands,Paid Search
13626,2025-01-01,Midlands,Paid Search
13627,2025-01-21,North East,Social
13628,2025-01-13,South West,Social
13629,2025-01-15,South East,Organic Search
13630,2025-01-01,South West,Social
13631,2025-01-21,London,Organic Search
13632,2025-01-11,Wales,Paid Search
13633,2025-01-20,London,Organic Search
13634,2025-01-17,London,Referral
13635,2025-01-07,London,Paid Search
13636,2025-01-17,East,Organic Search
13637,2025-01-28,Midlands,Referral
13638,2025-01-01,Yorkshire,Organic Search
13639,2025-02-24,London,Organic Search
13640,2025-02-09,East,Referral
13641,2025-02-12,London,Social
13642,2025-02-15,London,Paid Search
13643,2025-02-17,South West,Referral
13644,2025-02-09,North West,Social
13645,2025-02-23,Yorkshire,Paid Search
13646,2025-02-19,South East,Social
13647,2025-02-06,South East,Referral
13648,2025-02-16,Midlands,Paid Search
13649,2025-02-20,London,Email
13650,2025-02-20,North West,Paid Search
13651,2025-02-07,East,Paid Search
13652,2025-02-21,South East,Paid Search
13653,2025-02-02,Scotland,Organic Search
13654,2025-02-14,Yorkshire,Email
13655,2025-02-21,Scotland,Paid Search
13656,2025-02-13,North East,Organic Search
13657,2025-02-11,Midlands,Organic Search
13658,2025-02-08,North East,Social
13659,2025-02-12,North West,Organic Search
13660,2025-02-01,Yorkshire,Organic Search
13661,2025-02-11,North West,Social
13662,2025-02-11,South West,Social
13663,2025-02-13,Yorkshire,Organic Search
13664,2025-02-07,North West,Organic Search
13665,2025-02-20,South West,Email
13666,2025-02-22,North East,Referral
13667,2025-02-14,London,Paid Search
13668,2025-02-27,Yorkshire,Organic Search
13669,2025-02-26,East,Organic Search
13670,2025-02-09,Midlands,Organic Search
13671,2025-02-06,London,Social
13672,2025-02-08,London,Organic Search
13673,2025-02-21,South East,Social
13674,2025-02-01,South West,Organic Search
13675,2025-02-27,Scotland,Organic Search
13676,2025-02-18,South West,Organic Search
13677,2025-02-21,North East,Paid Search
13678,2025-02-27,South East,Social
13679,2025-02-09,Yorkshire,Paid Search
13680,2025-02-03,East,Organic Search
13681,2025-02-20,North East,Organic Search
13682,2025-02-15,East,Social
13683,2025-02-04,South East,Referral
13684,2025-02-04,North East,Organic Search
13685,2025-02-01,North West,Referral
13686,2025-02-28,London,Paid Search
13687,2025-02-06,North West,Social
13688,2025-02-26,Midlands,Referral
13689,2025-02-01,South West,Email
13690,2025-02-09,South West,Organic Search
13691,2025-02-02,South West,Organic Search
13692,2025-02-11,London,Email
13693,2025-02-13,Yorkshire,Organic Search
13694,2025-02-05,London,Organic Search
13695,2025-02-11,South East,Email
13696,2025-02-28,Scotland,Paid Search
13697,2025-02-15,London,Paid Search
13698,2025-02-08,London,Social
13699,2025-02-09,Yorkshire,Social
13700,2025-02-08,North West,Email
13701,2025-02-23,North West,Paid Search
13702,2025-02-28,Yorkshire,Social
13703,2025-02-28,North West,Organic Search
13704,2025-02-16,North East,Organic Search
13705,2025-02-07,Midlands,Paid Search
13706,2025-02-16,North West,Organic Search
13707,2025-02-19,South East,Paid Search
13708,2025-02-11,South East,Organic Search
13709,2025-02-15,London,Email
13710,2025-02-04,South West,Organic Search
13711,2025-02-12,Midlands,Paid Search
13712,2025-02-20,East,Email
13713,2025-02-07,North East,Paid Search
13714,2025-02-22,Yorkshire,Email
13715,2025-02-21,North West,Paid Search
13716,2025-02-04,London,Organic Search
13717,2025-02-15,North West,Organic Search
13718,2025-02-22,East,Paid Search
13719,2025-02-04,South West,Organic Search
13720,2025-02-14,North West,Paid Search
13721,2025-02-14,East,Organic Search
13722,2025-02-09,Midlands,Organic Search
13723,2025-02-13,London,Paid Search
13724,2025-02-10,North West,Organic Search
13725,2025-02-09,East,Paid Search
13726,2025-02-14,North West,Organic Search
13727,2025-02-08,Scotland,Organic Search
13728,2025-02-02,South West,Social
13729,2025-02-08,North East,Organic Search
13730,2025-02-08,South West,Social
13731,2025-02-13,Midlands,Organic Search
13732,2025-02-24,South East,Social
13733,2025-02-16,North West,Email
13734,2025-02-12,London,Social
13735,2025-02-10,London,Organic Search
13736,2025-02-17,South West,Social
13737,2025-02-24,Yorkshire,Referral
13738,2025-02-08,North West,Social
13739,2025-02-06,North West,Referral
13740,2025-02-05,Scotland,Social
13741,2025-02-14,Midlands,Organic Search
13742,2025-02-09,South West,Organic Search
13743,2025-02-25,South East,Social
13744,2025-02-16,London,Paid Search
13745,2025-02-08,Midlands,Organic Search
13746,2025-02-01,East,Referral
13747,2025-02-27,Yorkshire,Paid Search
13748,2025-02-25,North West,Organic Search
13749,2025-02-10,South East,Organic Search
13750,2025-02-16,London,Referral
13751,2025-02-09,London,Organic Search
13752,2025-02-15,North East,Paid Search
13753,2025-02-23,Midlands,Paid Search
13754,2025-02-22,South East,Referral
13755,2025-02-20,East,Organic Search
13756,2025-02-17,London,Organic Search
13757,2025-02-14,South East,Social
13758,2025-02-05,Midlands,Organic Search
13759,2025-02-19,London,Referral
13760,2025-02-12,North West,Organic Search
13761,2025-02-13,London,Referral
13762,2025-02-21,London,Referral
13763,2025-02-15,Scotland,Email
13764,2025-02-06,Yorkshire,Social
13765,2025-02-11,Midlands,Paid Search
13766,2025-02-09,Yorkshire,Organic Search
13767,2025-02-17,London,Email
13768,2025-02-04,Midlands,Paid Search
13769,2025-02-26,South East,Organic Search
13770,2025-02-01,East,Social
13771,2025-02-15,London,Paid Search
13772,2025-02-10,London,Social
13773,2025-02-10,East,Organic Search
13774,2025-02-10,North East,Organic Search
13775,2025-02-10,South East,Organic Search
13776,2025-02-16,Yorkshire,Paid Search
13777,2025-02-22,South East,Organic Search
13778,2025-02-05,Midlands,Organic Search
13779,2025-02-28,East,Referral
13780,2025-02-18,North West,Organic Search
13781,2025-02-09,North West,Social
13782,2025-02-14,London,Organic Search
13783,2025-02-08,North East,Referral
13784,2025-02-08,South East,Social
13785,2025-02-14,Midlands,Referral
13786,2025-02-09,South West,Social
13787,2025-02-06,East,Social
13788,2025-02-11,South East,Organic Search
13789,2025-02-25,North West,Organic Search
13790,2025-02-18,North West,Organic Search
13791,2025-02-10,East,Social
13792,2025-02-18,North West,Email
13793,2025-02-27,Midlands,Organic Search
13794,2025-02-15,London,Paid Search
13795,2025-02-22,London,Paid Search
13796,2025-02-14,Midlands,Referral
13797,2025-02-15,North East,Paid Search
13798,2025-02-25,Midlands,Email
13799,2025-02-20,South West,Email
13800,2025-02-19,East,Organic Search
13801,2025-02-18,South West,Email
13802,2025-02-02,South East,Paid Search
13803,2025-02-13,London,Paid Search
13804,2025-02-25,South East,Paid Search
13805,2025-02-02,North West,Organic Search
13806,2025-02-21,North West,Social
13807,2025-02-27,Yorkshire,Paid Search
13808,2025-02-11,South East,Organic Search
13809,2025-02-19,London,Social
13810,2025-02-02,London,Paid Search
13811,2025-02-18,London,Paid Search
13812,2025-02-08,South West,Social
13813,2025-02-05,Yorkshire,Organic Search
13814,2025-02-01,South East,Social
13815,2025-02-07,North West,Organic Search
13816,2025-02-20,South East,Paid Search
13817,2025-02-08,North West,Paid Search
13818,2025-02-27,East,Paid Search
13819,2025-02-04,Yorkshire,Paid Search
13820,2025-02-06,South East,Email
13821,2025-03-18,Yorkshire,Social
13822,2025-03-15,South East,Social
13823,2025-03-14,North West,Organic Search
13824,2025-03-05,South East,Social
13825,2025-03-06,East,Social
13826,2025-03-07,Midlands,Organic Search
13827,2025-03-22,North West,Social
13828,2025-03-12,London,Paid Search
13829,2025-03-23,South East,Paid Search
13830,2025-03-27,Midlands,Organic Search
13831,2025-03-15,North West,Paid Search
13832,2025-03-19,Yorkshire,Social
13833,2025-03-22,London,Organic Search
13834,2025-03-12,Scotland,Paid Search
13835,2025-03-24,Midlands,Organic Search
13836,2025-03-06,Midlands,Email
13837,2025-03-17,North West,Referral
13838,2025-03-17,Midlands,Organic Search
13839,2025-03-21,North West,Social
13840,2025-03-19,Midlands,Social
13841,2025-03-26,North West,Email
13842,2025-03-22,Yorkshire,Paid Search
13843,2025-03-27,London,Paid Search
13844,2025-03-16,London,Organic Search
13845,2025-03-23,South West,Email
13846,2025-03-17,Yorkshire,Social
13847,2025-03-19,Scotland,Paid Search
13848,2025-03-20,South East,Organic Search
13849,2025-03-01,South East,Organic Search
13850,2025-03-04,London,Paid Search
13851,2025-03-22,Midlands,Email
13852,2025-03-25,South East,Social
13853,2025-03-08,North West,Referral
13854,2025-03-24,South West,Email
13855,2025-03-14,South West,Organic Search
13856,2025-03-09,North West,Email
13857,2025-03-03,Midlands,Paid Search
13858,2025-03-21,South East,Referral
13859,2025-03-11,North West,Paid Search
13860,2025-03-05,Scotland,Social
13861,2025-03-07,North West,Paid Search
13862,2025-03-22,Yorkshire,Organic Search
13863,2025-03-06,Midlands,Paid Search
13864,2025-03-26,North West,Social
13865,2025-03-21,Scotland,Organic Search
13866,2025-03-02,South East,Referral
13867,2025-03-12,South East,Social
13868,2025-03-28,North East,Organic Search
13869,2025-03-24,Scotland,Social
13870,2025-03-17,East,Email
13871,2025-03-19,South East,Paid Search
13872,2025-03-12,London,Paid Search
13873,2025-03-05,South East,Paid Search
13874,2025-03-21,Midlands,Organic Search
13875,2025-03-03,North West,Paid Search
13876,2025-03-04,North West,Organic Search
13877,2025-03-20,East,Organic Search
13878,2025-03-27,South West,Referral
13879,2025-03-09,Midlands,Paid Search
13880,2025-03-28,South East,Referral
13881,2025-03-03,East,Organic Search
13882,2025-03-17,South West,Paid Search
13883,2025-03-13,London,Paid Search
13884,2025-03-04,London,Referral
13885,2025-03-09,London,Organic Search
13886,2025-03-14,Yorkshire,Organic Search
13887,2025-03-25,North East,Organic Search
13888,2025-03-27,London,Referral
13889,2025-03-22,South West,Organic Search
13890,2025-03-16,North East,Referral
13891,2025-03-20,London,Email
13892,2025-03-02,Midlands,Organic Search
13893,2025-03-14,London,Social
13894,2025-03-03,South West,Paid Search
13895,2025-03-05,Yorkshire,Organic Search
13896,2025-03-02,East,Organic Search
13897,2025-03-12,Midlands,Organic Search
13898,2025-03-28,South East,Organic Search
13899,2025-03-02,North East,Email
13900,2025-03-07,East,Email
13901,2025-03-22,London,Organic Search
13902,2025-03-16,North East,Email
13903,2025-03-23,North West,Social
13904,2025-03-18,North West,Paid Search
13905,2025-03-20,Scotland,Paid Search
13906,2025-03-07,Midlands,Referral
13907,2025-03-08,Yorkshire,Social
13908,2025-03-08,Midlands,Email
13909,2025-03-26,South East,Social
13910,2025-03-26,North East,Social
13911,2025-03-27,North East,Organic Search
13912,2025-03-15,North West,Organic Search
13913,2025-03-12,London,Referral
13914,2025-03-10,North West,Paid Search
13915,2025-03-22,North West,Organic Search
13916,2025-03-09,South West,Organic Search
13917,2025-03-23,London,Paid Search
13918,2025-03-28,Yorkshire,Social
13919,2025-03-12,South East,Organic Search
13920,2025-03-21,Yorkshire,Referral
13921,2025-03-11,London,Paid Search
13922,2025-03-02,Midlands,Paid Search
13923,2025-03-20,East,Organic Search
13924,2025-03-05,South East,Paid Search
13925,2025-03-10,London,Organic Search
13926,2025-03-12,London,Email
13927,2025-03-02,Scotland,Social
13928,2025-03-21,South East,Referral
13929,2025-03-01,East,Organic Search
13930,2025-03-09,London,Organic Search
13931,2025-03-03,North East,Email
13932,2025-03-13,East,Email
13933,2025-03-13,Midlands,Organic Search
13934,2025-03-13,North West,Paid Search
13935,2025-03-02,London,Organic Search
13936,2025-03-25,Midlands,Organic Search
13937,2025-03-20,South East,Organic Search
13938,2025-03-27,South West,Email
13939,2025-03-19,North West,Organic Search
13940,2025-03-24,South East,Paid Search
13941,2025-03-14,South East,Referral
13942,2025-03-25,North East,Organic Search
13943,2025-03-13,Scotland,Referral
13944,2025-03-10,South East,Referral
13945,2025-03-15,Midlands,Social
13946,2025-03-25,East,Organic Search
13947,2025-03-13,Midlands,Referral
13948,2025-03-08,North West,Organic Search
13949,2025-03-26,London,Organic Search
13950,2025-03-08,South East,Organic Search
13951,2025-03-19,Midlands,Social
13952,2025-03-12,Yorkshire,Organic Search
13953,2025-03-21,South East,Social
13954,2025-03-04,Yorkshire,Social
13955,2025-03-27,Yorkshire,Organic Search
13956,2025-03-15,North East,Organic Search
13957,2025-03-02,Scotland,Paid Search
13958,2025-03-28,East,Paid Search
13959,2025-03-19,South West,Organic Search
13960,2025-03-20,East,Referral
13961,2025-03-15,North West,Email
13962,2025-03-09,Yorkshire,Paid Search
13963,2025-03-08,London,Organic Search
13964,2025-03-20,London,Organic Search
13965,2025-03-21,North East,Social
13966,2025-03-28,Midlands,Organic Search
13967,2025-03-18,London,Organic Search
13968,2025-03-23,Wales,Referral
13969,2025-03-01,London,Email
13970,2025-03-12,East,Organic Search
13971,2025-03-08,Midlands,Organic Search
13972,2025-03-15,North West,Organic Search
13973,2025-03-07,Yorkshire,Paid Search
13974,2025-03-27,London,Organic Search
13975,2025-03-14,South East,Organic Search
13976,2025-03-11,London,Paid Search
13977,2025-03-14,South West,Paid Search
13978,2025-03-10,London,Organic Search
13979,2025-03-02,Yorkshire,Organic Search
13980,2025-03-19,North East,Social
13981,2025-03-26,Yorkshire,Social
13982,2025-03-24,East,Social
13983,2025-03-12,South West,Paid Search
13984,2025-03-19,North East,Social
13985,2025-03-13,South East,Social
13986,2025-03-03,Scotland,Referral
13987,2025-03-19,East,Social
13988,2025-03-18,London,Paid Search
13989,2025-03-04,South East,Paid Search
13990,2025-03-02,London,Social
13991,2025-03-17,Midlands,Organic Search
13992,2025-03-27,London,Referral
13993,2025-03-11,Yorkshire,Email
13994,2025-03-12,Yorkshire,Organic Search
13995,2025-03-04,London,Paid Search
13996,2025-03-14,Midlands,Paid Search
13997,2025-03-17,North East,Paid Search
13998,2025-03-16,London,Paid Search
13999,2025-03-14,Yorkshire,Email
14000,2025-03-05,South West,Organic Search
14001,2025-03-14,London,Social
14002,2025-03-20,Yorkshire,Organic Search
14003,2025-03-11,North West,Paid Search
14004,2025-03-17,Scotland,Social
14005,2025-03-21,South West,Organic Search
14006,2025-03-06,South East,Organic Search
14007,2025-03-04,Midlands,Email
14008,2025-03-23,South West,Email
14009,2025-03-05,South East,Email
14010,2025-03-01,London,Referral
14011,2025-03-05,East,Paid Search
14012,2025-03-13,South West,Paid Search
14013,2025-03-13,London,Organic Search
14014,2025-03-10,North West,Referral
14015,2025-03-11,London,Social
14016,2025-03-24,North East,Social
14017,2025-03-12,South West,Referral
14018,2025-03-21,Midlands,Email
14019,2025-03-10,South East,Social
14020,2025-03-24,North West,Email
14021,2025-03-27,South West,Organic Search
14022,2025-03-01,London,Paid Search
14023,2025-04-21,Midlands,Organic Search
14024,2025-04-06,East,Social
14025,2025-04-25,North West,Organic Search
14026,2025-04-11,North East,Paid Search
14027,2025-04-17,London,Email
14028,2025-04-14,Yorkshire,Paid Search
14029,2025-04-25,North West,Organic Search
14030,2025-04-27,South West,Referral
14031,2025-04-24,North West,Paid Search
14032,2025-04-19,South East,Organic Search
14033,2025-04-12,Yorkshire,Organic Search
14034,2025-04-09,East,Organic Search
14035,2025-04-06,Yorkshire,Referral
14036,2025-04-20,South East,Referral
14037,2025-04-22,Yorkshire,Organic Search
14038,2025-04-18,South East,Email
14039,2025-04-01,London,Organic Search
14040,2025-04-18,East,Organic Search
14041,2025-04-16,South East,Organic Search
14042,2025-04-07,Yorkshire,Referral
14043,2025-04-14,London,Paid Search
14044,2025-04-27,Midlands,Referral
14045,2025-04-23,London,Email
14046,2025-04-15,South West,Paid Search
14047,2025-04-03,South East,Referral
14048,2025-04-24,London,Referral
14049,2025-04-26,North East,Email
14050,2025-04-24,North East,Organic Search
14051,2025-04-11,Yorkshire,Social
14052,2025-04-17,London,Organic Search
14053,2025-04-23,Yorkshire,Referral
14054,2025-04-14,North West,Social
14055,2025-04-17,Yorkshire,Email
14056,2025-04-22,South East,Social
14057,2025-04-21,London,Organic Search
14058,2025-04-19,Midlands,Referral
14059,2025-04-22,North West,Paid Search
14060,2025-04-16,South East,Social
14061,2025-04-10,North West,Social
14062,2025-04-03,Scotland,Email
14063,2025-04-24,North West,Paid Search
14064,2025-04-16,East,Organic Search
14065,2025-04-06,North East,Social
14066,2025-04-20,Midlands,Social
14067,2025-04-21,Midlands,Paid Search
14068,2025-04-06,South East,Email
14069,2025-04-10,London,Paid Search
14070,2025-04-21,Midlands,Paid Search
14071,2025-04-16,Yorkshire,Organic Search
14072,2025-04-25,South East,Paid Search
14073,2025-04-15,Yorkshire,Social
14074,2025-04-04,North West,Referral
14075,2025-04-22,North West,Social
14076,2025-04-23,North West,Referral
14077,2025-04-27,South East,Paid Search
14078,2025-04-14,London,Organic Search
14079,2025-04-09,East,Referral
14080,2025-04-26,Midlands,Social
14081,2025-04-11,Yorkshire,Organic Search
14082,2025-04-13,South East,Paid Search
14083,2025-04-09,South West,Organic Search
14084,2025-04-24,North West,Social
14085,2025-04-02,Yorkshire,Paid Search
14086,2025-04-19,South East,Paid Search
14087,2025-04-25,London,Referral
14088,2025-04-20,London,Organic Search
14089,2025-04-18,North East,Social
14090,2025-04-26,Midlands,Email
14091,2025-04-11,South West,Email
14092,2025-04-18,North East,Organic Search
14093,2025-04-07,Midlands,Organic Search
14094,2025-04-06,South East,Paid Search
14095,2025-04-23,Yorkshire,Email
14096,2025-04-12,Midlands,Organic Search
14097,2025-04-24,Yorkshire,Organic Search
14098,2025-04-28,North East,Referral
14099,2025-04-04,East,Email
14100,2025-04-02,North West,Organic Search
14101,2025-04-08,London,Social
14102,2025-04-02,Yorkshire,Organic Search
14103,2025-04-26,Midlands,Paid Search
14104,2025-04-27,London,Organic Search
14105,2025-04-03,North East,Paid Search
14106,2025-04-23,South East,Paid Search
14107,2025-04-01,London,Paid Search
14108,2025-04-05,North West,Social
14109,2025-04-13,North West,Social
14110,2025-04-10,South East,Paid Search
14111,2025-04-24,North East,Organic Search
14112,2025-04-07,North West,Referral
14113,2025-04-19,Midlands,Organic Search
14114,2025-04-03,Yorkshire,Paid Search
14115,2025-04-09,East,Referral
14116,2025-04-18,East,Paid Search
14117,2025-04-16,London,Referral
14118,2025-04-25,East,Organic Search
14119,2025-04-08,London,Organic Search
14120,2025-04-25,Yorkshire,Paid Search
14121,2025-04-19,North West,Organic Search
14122,2025-04-05,South East,Referral
14123,2025-04-04,East,Organic Search
14124,2025-04-16,London,Organic Search
14125,2025-04-13,London,Paid Search
14126,2025-04-24,South East,Email
14127,2025-04-02,South East,Organic Search
14128,2025-04-10,London,Email
14129,2025-04-02,Yorkshire,Social
14130,2025-04-14,South East,Organic Search
14131,2025-04-07,South East,Email
